itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
740,12.559,1.256,9.506,19.047,1.315,7.517,1.656,0.408,2.516,2.084,0.418,1.732,0.475,0.535,0.306,15.49,7.729,2.364,1.456,0.395,5.023,15.342,2.102,0.886,0.253
741,17.32,1.411,13.033,25.227,1.303,11.008,1.375,0.437,2.503,2.647,0.441,2.068,0.503,0.716,0.287,18.461,7.493,2.507,1.705,0.408,5.84,17.137,2.817,0.996,0.307
742,21.288,1.522,16.339,29.638,1.291,14.365,1.136,0.481,2.325,3.033,0.443,2.305,0.505,0.934,0.274,20.601,7.591,2.705,1.931,0.408,6.794,18.262,3.388,1.072,0.364
743,23.031,1.546,18.286,30.651,1.239,16.606,0.999,0.526,1.998,3.134,0.423,2.366,0.478,1.13,0.263,21.283,8.13,2.962,2.113,0.392,7.561,18.146,3.629,1.081,0.407
744,21.984,1.469,18.455,27.91,1.128,17.09,0.977,0.559,1.626,2.953,0.383,2.268,0.43,1.25,0.252,20.333,8.942,3.212,2.245,0.367,7.761,16.588,3.455,1.011,0.422
745,18.592,1.315,16.873,22.454,0.98,15.792,1.018,0.579,1.266,2.593,0.332,2.096,0.375,1.265,0.238,18.293,9.656,3.346,2.329,0.34,7.26,13.929,2.943,0.877,0.406
746,14.081,1.144,14.34,16.172,0.85,13.391,1.044,0.585,1.001,2.222,0.286,1.974,0.335,1.175,0.224,16.021,9.864,3.264,2.354,0.321,6.157,10.99,2.347,0.738,0.37
747,9.748,1.027,11.698,10.821,0.802,10.852,1.012,0.577,0.893,1.962,0.271,1.983,0.331,1.009,0.213,14.587,9.398,3.023,2.304,0.314,4.852,8.808,2.026,0.67,0.34
748,6.495,1.004,9.711,7.324,0.864,8.954,0.941,0.555,0.959,1.857,0.306,2.141,0.372,0.818,0.207,14.63,8.433,2.795,2.171,0.32,3.88,8.098,2.229,0.731,0.341
749,4.646,1.072,8.671,5.632,1.018,8.143,0.88,0.519,1.155,1.894,0.396,2.382,0.447,0.648,0.206,15.865,7.399,2.704,1.961,0.33,3.829,8.911,2.967,0.916,0.382
750,4.005,1.19,8.569,5.118,1.196,8.445,0.868,0.474,1.401,2.003,0.518,2.58,0.527,0.535,0.209,17.229,6.74,2.763,1.703,0.339,4.921,10.623,3.96,1.158,0.453
751,4.13,1.295,9.082,5.16,1.323,9.587,0.92,0.427,1.628,2.123,0.632,2.65,0.581,0.485,0.216,17.599,6.669,2.875,1.443,0.339,6.93,12.343,4.8,1.367,0.525
752,4.788,1.334,9.993,5.62,1.347,11.194,1.041,0.386,1.818,2.249,0.698,2.589,0.588,0.484,0.228,16.417,7.05,2.918,1.233,0.333,9.35,13.469,5.13,1.471,0.57
753,5.857,1.286,10.981,6.622,1.26,12.822,1.224,0.355,1.984,2.342,0.693,2.406,0.544,0.505,0.244,14.025,7.462,2.817,1.101,0.323,11.481,13.623,4.771,1.444,0.568
754,7.198,1.164,11.894,8.255,1.103,14.048,1.447,0.334,2.122,2.35,0.622,2.126,0.462,0.532,0.259,11.416,7.549,2.558,1.033,0.311,12.592,12.799,3.84,1.309,0.519
755,8.648,1.022,12.62,10.426,0.96,14.683,1.673,0.327,2.271,2.246,0.513,1.8,0.367,0.565,0.27,9.718,7.186,2.187,1.006,0.305,12.575,11.467,2.7,1.138,0.44
756,9.95,0.938,13.068,12.749,0.91,14.705,1.848,0.334,2.464,2.049,0.41,1.487,0.29,0.618,0.277,9.581,6.55,1.782,0.999,0.308,11.803,10.211,1.786,1.029,0.361
757,10.827,0.957,13.285,14.694,0.987,14.333,1.915,0.35,2.737,1.841,0.345,1.253,0.252,0.702,0.285,10.923,5.806,1.428,0.996,0.324,10.968,9.43,1.363,1.047,0.308
758,11.119,1.087,13.12,15.824,1.169,13.919,1.842,0.365,3.053,1.723,0.326,1.119,0.258,0.807,0.295,12.956,5.078,1.176,0.99,0.351,10.822,9.095,1.456,1.19,0.291
759,10.775,1.279,12.85,15.898,1.382,13.765,1.645,0.369,3.376,1.781,0.341,1.09,0.295,0.909,0.308,14.633,4.524,1.04,0.97,0.386,11.472,8.84,1.888,1.386,0.3
760,9.93,1.46,12.545,14.973,1.54,14.005,1.389,0.359,3.619,2.052,0.366,1.197,0.34,0.979,0.32,15.254,4.39,1.018,0.932,0.422,12.652,8.3,2.409,1.535,0.315
761,8.842,1.568,12.42,13.393,1.588,14.478,1.152,0.337,3.706,2.491,0.384,1.461,0.374,0.993,0.326,14.805,4.858,1.107,0.877,0.452,13.544,7.332,2.797,1.564,0.319
762,7.751,1.575,12.245,11.592,1.514,14.697,1.004,0.31,3.585,2.992,0.389,1.851,0.386,0.941,0.321,13.505,5.979,1.312,0.82,0.471,13.764,6.102,2.934,1.448,0.307
763,6.863,1.482,11.835,9.929,1.343,14.177,0.973,0.284,3.288,3.44,0.384,2.259,0.374,0.839,0.307,11.645,7.536,1.675,0.766,0.476,13.37,4.962,2.804,1.217,0.281
764,6.252,1.312,11.097,8.632,1.12,12.807,1.011,0.264,2.932,3.731,0.372,2.549,0.347,0.712,0.287,9.732,9.114,2.203,0.725,0.466,12.907,4.211,2.467,0.939,0.252
765,5.919,1.125,9.933,7.737,0.915,10.766,1.039,0.252,2.634,3.838,0.357,2.651,0.317,0.601,0.273,7.995,10.144,2.865,0.712,0.444,12.732,3.997,2.048,0.724,0.239
766,5.848,0.978,8.632,7.198,0.797,8.615,1.006,0.245,2.513,3.765,0.343,2.597,0.295,0.526,0.267,6.546,10.185,3.593,0.747,0.417,12.985,4.309,1.675,0.675,0.254
767,6.12,0.903,7.437,7.035,0.808,7.047,0.917,0.24,2.57,3.6,0.33,2.551,0.286,0.486,0.27,5.603,9.173,4.244,0.827,0.391,13.659,4.96,1.466,0.836,0.3
768,6.879,0.901,6.674,7.399,0.941,6.516,0.812,0.242,2.738,3.43,0.317,2.677,0.287,0.474,0.274,5.363,7.47,4.647,0.93,0.372,14.498,5.776,1.443,1.16,0.365
769,8.071,0.949,6.524,8.246,1.142,7.137,0.733,0.263,2.883,3.285,0.302,2.999,0.29,0.494,0.274,6.025,5.844,4.708,1.022,0.371,15.191,6.526,1.55,1.53,0.429
770,9.383,1.018,6.973,9.292,1.326,8.554,0.705,0.317,2.897,3.128,0.285,3.383,0.291,0.547,0.266,7.571,5.05,4.456,1.068,0.394,15.486,6.973,1.706,1.818,0.471
771,10.404,1.076,7.7,10.134,1.412,10.156,0.731,0.406,2.757,2.892,0.265,3.612,0.289,0.623,0.254,9.7,5.418,4.042,1.047,0.436,15.326,7.04,1.842,1.928,0.478
772,10.795,1.098,8.283,10.427,1.353,11.102,0.793,0.517,2.51,2.544,0.242,3.53,0.288,0.699,0.242,11.917,6.665,3.686,0.975,0.483,14.537,6.744,1.892,1.825,0.446
773,10.407,1.077,8.412,10.031,1.165,11.047,0.864,0.622,2.25,2.1,0.218,3.125,0.288,0.751,0.236,13.647,8.082,3.561,0.888,0.513,13.246,6.238,1.853,1.546,0.383
774,9.26,1.027,8.074,8.944,0.937,10.0,0.936,0.692,2.082,1.641,0.194,2.536,0.289,0.768,0.235,14.451,8.928,3.727,0.831,0.511,11.487,5.597,1.82,1.196,0.308
775,7.614,0.983,7.36,7.394,0.782,8.468,1.028,0.706,2.078,1.256,0.176,1.979,0.295,0.756,0.237,14.116,8.827,4.107,0.833,0.473,9.6,4.929,2.023,0.9,0.241
776,5.808,0.971,6.608,5.692,0.771,7.179,1.155,0.664,2.228,1.011,0.171,1.626,0.307,0.728,0.237,12.774,7.81,4.525,0.9,0.408,8.059,4.403,2.629,0.746,0.197
777,4.256,0.996,6.237,4.252,0.897,6.922,1.309,0.588,2.447,0.933,0.183,1.531,0.329,0.694,0.235,10.971,6.265,4.828,1.013,0.336,7.58,4.256,3.611,0.741,0.177
778,3.324,1.035,6.332,3.43,1.076,8.058,1.446,0.51,2.599,0.983,0.213,1.625,0.358,0.663,0.236,9.377,4.776,4.893,1.145,0.279,8.468,4.656,4.715,0.825,0.178
779,3.112,1.057,6.73,3.323,1.211,10.107,1.508,0.456,2.579,1.056,0.26,1.761,0.392,0.637,0.245,8.43,3.959,4.679,1.278,0.256,10.292,5.567,5.561,0.922,0.198
780,3.582,1.056,7.011,3.946,1.27,12.368,1.469,0.439,2.348,1.084,0.33,1.832,0.439,0.616,0.262,8.256,4.284,4.223,1.413,0.287,12.278,6.718,5.843,1.007,0.249
781,4.717,1.049,7.043,5.461,1.275,14.149,1.348,0.453,1.962,1.071,0.424,1.812,0.505,0.609,0.283,8.705,5.908,3.644,1.553,0.382,13.505,7.803,5.454,1.086,0.335
782,6.443,1.058,6.84,7.977,1.282,15.133,1.188,0.485,1.591,1.052,0.532,1.726,0.588,0.623,0.3,9.602,8.74,3.158,1.696,0.526,13.498,8.632,4.513,1.17,0.447
783,8.585,1.099,6.547,11.375,1.344,15.189,1.055,0.516,1.406,1.078,0.633,1.64,0.678,0.665,0.311,10.829,12.46,2.992,1.832,0.689,12.148,9.199,3.341,1.267,0.562
784,10.813,1.173,6.294,15.191,1.482,14.438,1.005,0.536,1.476,1.203,0.703,1.655,0.753,0.735,0.319,12.282,16.452,3.272,1.944,0.831,9.888,9.713,2.362,1.393,0.652
785,12.68,1.265,6.159,18.662,1.669,13.148,1.058,0.541,1.754,1.466,0.726,1.865,0.791,0.811,0.331,13.929,19.858,3.918,2.003,0.916,7.433,10.417,1.898,1.552,0.696
786,13.757,1.342,6.164,20.973,1.845,11.692,1.194,0.528,2.084,1.847,0.697,2.295,0.775,0.861,0.355,15.635,21.776,4.661,1.994,0.926,5.558,11.391,2.021,1.72,0.687
787,13.785,1.366,6.251,21.549,1.935,10.383,1.352,0.499,2.312,2.254,0.625,2.833,0.704,0.855,0.39,17.077,21.658,5.146,1.924,0.867,4.738,12.333,2.514,1.851,0.635
788,12.797,1.316,6.345,20.312,1.901,9.399,1.463,0.459,2.32,2.542,0.53,3.287,0.594,0.788,0.43,17.765,19.695,5.101,1.812,0.764,4.994,12.706,3.015,1.895,0.563
789,11.101,1.212,6.321,17.682,1.765,8.724,1.494,0.416,2.098,2.618,0.437,3.484,0.477,0.685,0.46,17.279,16.694,4.487,1.678,0.649,5.867,12.043,3.263,1.841,0.49
790,9.155,1.09,5.991,14.423,1.579,8.133,1.479,0.376,1.745,2.435,0.368,3.309,0.384,0.594,0.471,15.584,13.698,3.468,1.534,0.55,6.808,10.256,3.141,1.709,0.429
791,7.535,0.976,5.263,11.504,1.387,7.322,1.505,0.347,1.39,2.037,0.327,2.781,0.331,0.558,0.458,13.04,11.597,2.36,1.383,0.478,7.214,7.795,2.708,1.524,0.379
792,6.798,0.89,4.267,9.745,1.23,6.208,1.64,0.332,1.163,1.577,0.309,2.095,0.314,0.591,0.426,10.249,10.769,1.528,1.245,0.433,6.87,5.4,2.167,1.325,0.335
793,7.207,0.844,3.254,9.46,1.136,4.899,1.885,0.333,1.138,1.227,0.301,1.519,0.317,0.671,0.384,7.838,11.02,1.257,1.164,0.409,5.862,3.747,1.757,1.163,0.294
794,8.619,0.853,2.435,10.329,1.136,3.66,2.161,0.342,1.334,1.108,0.3,1.222,0.325,0.756,0.344,6.061,11.671,1.66,1.185,0.401,4.548,3.18,1.654,1.093,0.262
795,10.526,0.935,1.922,11.583,1.251,2.811,2.361,0.357,1.693,1.355,0.311,1.321,0.336,0.807,0.309,4.91,12.012,2.636,1.325,0.405,3.418,3.617,1.951,1.149,0.25
796,12.278,1.101,1.738,12.437,1.473,2.559,2.451,0.374,2.112,2.019,0.333,1.832,0.349,0.817,0.283,4.341,11.947,3.976,1.547,0.415,2.952,4.666,2.624,1.32,0.261
797,13.291,1.337,1.76,12.354,1.756,2.845,2.458,0.388,2.502,3.008,0.361,2.636,0.366,0.803,0.265,4.306,11.849,5.408,1.777,0.419,3.261,5.815,3.523,1.537,0.292
798,13.231,1.599,1.887,11.254,2.02,3.426,2.442,0.393,2.805,4.12,0.39,3.535,0.389,0.795,0.251,4.632,12.193,6.655,1.936,0.414,4.132,6.684,4.411,1.713,0.331
799,12.096,1.823,2.022,9.451,2.174,3.94,2.432,0.388,2.98,5.082,0.411,4.309,0.413,0.821,0.244,5.097,13.082,7.361,1.969,0.397,5.062,7.076,5.068,1.768,0.365
800,10.268,1.941,2.146,7.482,2.145,4.082,2.414,0.377,3.03,5.605,0.417,4.708,0.427,0.89,0.242,5.468,14.303,7.265,1.852,0.376,5.587,7.022,5.314,1.666,0.382
801,8.35,1.914,2.267,5.919,1.918,3.779,2.352,0.368,2.975,5.537,0.401,4.61,0.423,0.982,0.251,5.538,15.602,6.455,1.624,0.36,5.533,6.815,5.099,1.428,0.377
802,6.889,1.754,2.483,5.156,1.555,3.2,2.203,0.371,2.845,4.942,0.371,4.114,0.41,1.056,0.275,5.274,16.792,5.26,1.358,0.359,5.024,6.899,4.566,1.127,0.355
803,6.166,1.527,2.859,5.273,1.166,2.675,1.969,0.391,2.647,4.072,0.337,3.477,0.406,1.077,0.316,4.748,17.759,4.085,1.119,0.375,4.39,7.621,3.964,0.851,0.329
804,6.092,1.317,3.381,6.018,0.859,2.456,1.702,0.426,2.397,3.252,0.316,2.972,0.43,1.026,0.365,4.047,18.242,3.237,0.946,0.405,3.945,9.001,3.499,0.661,0.31
805,6.338,1.185,3.924,6.95,0.691,2.647,1.499,0.465,2.09,2.711,0.314,2.749,0.483,0.911,0.413,3.315,17.91,2.754,0.84,0.437,3.898,10.681,3.252,0.57,0.304
806,6.528,1.151,4.302,7.619,0.653,3.044,1.441,0.496,1.763,2.494,0.33,2.765,0.55,0.755,0.448,2.689,16.581,2.48,0.783,0.46,4.174,12.093,3.134,0.539,0.311
807,6.45,1.19,4.358,7.743,0.69,3.411,1.531,0.516,1.47,2.441,0.356,2.833,0.601,0.596,0.462,2.254,14.384,2.234,0.758,0.467,4.596,12.752,2.975,0.515,0.327
808,6.081,1.262,4.067,7.278,0.749,3.529,1.683,0.528,1.261,2.371,0.384,2.784,0.612,0.474,0.455,2.021,11.771,1.992,0.765,0.455,4.989,12.395,2.667,0.477,0.349
809,5.55,1.349,3.555,6.407,0.826,3.393,1.785,0.549,1.128,2.297,0.416,2.623,0.574,0.421,0.434,1.902,9.406,1.959,0.821,0.426,5.31,11.129,2.259,0.457,0.371
810,5.041,1.476,3.03,5.469,0.96,3.139,1.788,0.595,1.047,2.385,0.457,2.495,0.503,0.462,0.409,1.806,8.015,2.381,0.937,0.386,5.585,9.402,1.908,0.507,0.39
811,4.647,1.671,2.699,4.774,1.193,2.938,1.72,0.662,0.975,2.785,0.51,2.557,0.429,0.585,0.387,1.7,8.215,3.328,1.105,0.345,5.843,7.753,1.781,0.658,0.4
812,4.355,1.924,2.669,4.483,1.51,2.961,1.634,0.732,0.921,3.517,0.568,2.86,0.381,0.749,0.373,1.676,10.228,4.627,1.298,0.313,6.088,6.611,1.957,0.905,0.398
813,4.118,2.171,2.961,4.559,1.842,3.275,1.573,0.776,0.89,4.375,0.612,3.277,0.367,0.907,0.361,1.845,13.662,5.863,1.465,0.297,6.276,6.122,2.358,1.193,0.383
814,3.975,2.321,3.492,4.846,2.082,3.839,1.568,0.777,0.902,5.064,0.624,3.618,0.377,1.025,0.349,2.259,17.551,6.572,1.557,0.3,6.302,6.118,2.8,1.434,0.358
815,4.14,2.288,4.132,5.332,2.143,4.558,1.625,0.728,0.961,5.289,0.594,3.694,0.387,1.083,0.332,2.848,20.764,6.444,1.545,0.318,6.103,6.356,3.077,1.546,0.329
816,4.816,2.048,4.708,6.079,2.003,5.24,1.718,0.643,1.053,4.927,0.525,3.406,0.378,1.093,0.311,3.465,22.535,5.499,1.449,0.344,5.679,6.599,3.042,1.489,0.306
817,6.046,1.659,5.082,7.202,1.717,5.726,1.804,0.557,1.162,4.102,0.439,2.843,0.347,1.089,0.29,3.924,22.714,4.111,1.337,0.367,5.055,6.66,2.687,1.285,0.296
818,7.662,1.235,5.138,8.811,1.396,5.907,1.836,0.504,1.269,3.111,0.362,2.221,0.303,1.093,0.277,4.109,21.622,2.759,1.281,0.38,4.279,6.564,2.142,1.013,0.302
819,9.396,0.885,4.829,11.024,1.147,5.798,1.784,0.503,1.367,2.274,0.311,1.778,0.261,1.1,0.281,3.992,19.926,1.837,1.321,0.382,3.58,6.508,1.572,0.754,0.321
820,10.934,0.656,4.252,13.732,1.009,5.636,1.655,0.547,1.457,1.771,0.294,1.633,0.235,1.109,0.304,3.69,18.256,1.478,1.47,0.383,3.302,6.615,1.149,0.6,0.352
821,11.987,0.534,3.615,16.505,0.962,5.827,1.483,0.606,1.525,1.568,0.302,1.749,0.23,1.124,0.342,3.522,17.095,1.57,1.702,0.397,3.784,6.901,0.98,0.623,0.394
822,12.44,0.487,3.211,18.762,0.963,6.674,1.306,0.649,1.55,1.495,0.327,1.99,0.241,1.14,0.382,3.796,16.641,1.855,1.96,0.431,5.164,7.241,1.075,0.836,0.443
823,12.411,0.496,3.273,20.01,0.98,8.295,1.173,0.659,1.508,1.401,0.362,2.2,0.26,1.154,0.415,4.535,16.714,2.117,2.173,0.484,7.207,7.435,1.367,1.198,0.495
824,12.087,0.568,3.788,19.954,1.013,10.31,1.147,0.646,1.388,1.262,0.404,2.287,0.281,1.157,0.43,5.503,17.008,2.239,2.29,0.539,9.373,7.374,1.747,1.632,0.539
825,11.605,0.698,4.37,18.601,1.066,11.983,1.264,0.63,1.21,1.132,0.453,2.205,0.298,1.153,0.428,6.245,17.244,2.165,2.278,0.573,10.944,7.093,2.084,2.037,0.569
826,10.99,0.854,4.716,16.261,1.125,12.601,1.5,0.621,1.024,1.049,0.507,1.959,0.313,1.136,0.411,6.406,17.239,1.957,2.13,0.571,11.524,6.676,2.242,2.314,0.581
827,10.219,0.981,4.663,13.473,1.152,11.947,1.808,0.62,0.886,1.022,0.559,1.598,0.328,1.104,0.385,5.911,16.861,1.758,1.871,0.532,11.01,6.179,2.153,2.393,0.575
828,9.258,1.037,4.267,10.795,1.12,10.197,2.132,0.617,0.885,1.037,0.602,1.202,0.348,1.063,0.357,4.976,16.033,1.686,1.556,0.47,9.637,5.627,1.866,2.26,0.555
829,8.123,1.019,3.704,8.61,1.033,7.95,2.42,0.609,1.115,1.058,0.625,0.848,0.376,1.031,0.33,4.001,14.784,1.763,1.252,0.407,7.883,5.028,1.504,1.966,0.526
830,6.926,0.972,3.203,7.01,0.932,5.875,2.618,0.607,1.581,1.064,0.621,0.587,0.41,1.025,0.305,3.42,13.199,1.92,1.016,0.36,6.291,4.403,1.192,1.608,0.496
831,5.835,0.967,2.863,5.899,0.892,4.416,2.683,0.631,2.19,1.09,0.588,0.443,0.443,1.049,0.282,3.609,11.493,2.097,0.9,0.34,5.197,3.862,1.022,1.308,0.474
832,5.141,1.06,2.68,5.283,0.98,3.707,2.602,0.699,2.732,1.217,0.532,0.469,0.467,1.083,0.262,4.862,10.023,2.29,0.918,0.346,4.69,3.676,1.056,1.15,0.468
833,5.127,1.243,2.62,5.299,1.205,3.608,2.412,0.805,3.027,1.516,0.463,0.701,0.475,1.103,0.248,7.225,9.012,2.474,1.036,0.371,4.721,4.101,1.316,1.15,0.478
834,5.888,1.456,2.712,6.009,1.507,3.853,2.182,0.914,2.98,1.978,0.393,1.123,0.469,1.093,0.241,10.3,8.487,2.619,1.199,0.398,5.309,5.263,1.731,1.263,0.498
835,7.18,1.62,2.984,7.206,1.785,4.193,1.988,0.98,2.632,2.454,0.332,1.607,0.457,1.043,0.239,13.455,8.303,2.714,1.347,0.416,6.349,7.005,2.167,1.412,0.517
836,8.599,1.676,3.429,8.526,1.942,4.522,1.857,0.968,2.127,2.763,0.287,1.988,0.454,0.961,0.241,15.937,8.339,2.739,1.432,0.417,7.58,8.789,2.456,1.519,0.522
837,9.811,1.616,3.968,9.607,1.943,4.759,1.779,0.871,1.674,2.765,0.26,2.141,0.474,0.869,0.243,17.215,8.596,2.67,1.434,0.399,8.533,10.001,2.472,1.527,0.504
838,10.691,1.477,4.499,10.284,1.825,4.82,1.724,0.717,1.467,2.487,0.247,2.056,0.516,0.79,0.245,17.017,9.011,2.533,1.366,0.368,8.793,10.19,2.209,1.429,0.462
839,11.218,1.322,4.93,10.529,1.677,4.666,1.65,0.548,1.597,2.1,0.246,1.831,0.572,0.743,0.244,15.471,9.418,2.424,1.263,0.334,8.162,9.301,1.792,1.269,0.406
840,11.368,1.223,5.29,10.395,1.608,4.319,1.529,0.409,1.991,1.771,0.251,1.594,0.628,0.738,0.241,13.18,9.893,2.469,1.194,0.305,6.801,7.703,1.382,1.134,0.355
841,11.199,1.224,5.74,10.139,1.675,4.088,1.358,0.325,2.446,1.583,0.262,1.44,0.673,0.766,0.238,11.02,10.878,2.72,1.219,0.288,5.125,5.953,1.108,1.113,0.325
842,10.831,1.323,6.612,10.046,1.859,4.587,1.185,0.297,2.79,1.531,0.275,1.41,0.701,0.801,0.234,9.811,12.839,3.158,1.372,0.286,3.766,4.545,0.994,1.237,0.326
843,10.373,1.469,8.218,10.268,2.067,6.388,1.086,0.308,2.919,1.57,0.288,1.49,0.708,0.819,0.23,9.772,15.741,3.709,1.646,0.296,3.246,3.691,0.987,1.473,0.352
844,9.813,1.593,10.497,10.664,2.185,9.593,1.126,0.338,2.846,1.662,0.298,1.635,0.691,0.819,0.223,10.453,18.983,4.24,1.986,0.313,3.702,3.366,1.035,1.726,0.387
845,9.064,1.632,13.049,10.947,2.14,13.657,1.325,0.371,2.659,1.778,0.303,1.783,0.653,0.821,0.212,11.052,21.558,4.59,2.311,0.327,4.893,3.605,1.128,1.907,0.416
846,8.177,1.555,15.194,11.028,1.928,17.636,1.631,0.4,2.491,1.928,0.303,1.893,0.6,0.854,0.195,10.955,22.53,4.618,2.538,0.337,6.349,4.693,1.251,1.946,0.426
847,7.338,1.368,16.336,11.02,1.6,20.488,1.944,0.418,2.391,2.105,0.302,1.906,0.542,0.932,0.177,10.074,21.403,4.273,2.603,0.342,7.538,7.074,1.392,1.824,0.414
848,6.964,1.132,16.157,11.391,1.25,21.704,2.145,0.422,2.356,2.333,0.304,1.859,0.492,1.062,0.163,8.488,18.324,3.686,2.483,0.346,8.092,10.963,1.571,1.588,0.388
849,7.68,0.934,14.788,12.919,0.958,21.215,2.139,0.418,2.311,2.651,0.32,1.885,0.455,1.219,0.158,6.671,14.088,3.139,2.22,0.35,7.95,16.161,1.921,1.335,0.359
850,10.033,0.85,12.668,16.296,0.769,19.435,1.932,0.418,2.221,3.06,0.359,2.107,0.435,1.359,0.164,5.191,9.896,2.915,1.927,0.36,7.322,22.015,2.557,1.178,0.345
851,14.032,0.905,10.679,21.485,0.695,17.273,1.638,0.428,2.179,3.472,0.428,2.527,0.43,1.449,0.18,4.482,6.972,3.141,1.727,0.378,6.686,27.424,3.444,1.179,0.357
852,18.875,1.069,9.499,27.332,0.725,15.439,1.479,0.447,2.353,3.747,0.515,3.019,0.433,1.473,0.204,4.61,6.087,3.724,1.679,0.402,6.364,31.154,4.377,1.32,0.395
853,23.288,1.268,9.383,32.079,0.828,14.275,1.654,0.469,2.872,3.786,0.596,3.4,0.437,1.436,0.228,5.397,7.22,4.395,1.772,0.424,6.513,32.365,5.059,1.512,0.449
854,25.997,1.438,9.984,34.171,0.959,13.613,2.203,0.485,3.684,3.555,0.649,3.508,0.438,1.353,0.247,6.514,9.77,4.839,1.949,0.435,7.146,30.984,5.233,1.652,0.5
855,26.304,1.53,10.555,32.995,1.071,13.117,2.969,0.491,4.546,3.085,0.661,3.333,0.434,1.248,0.258,7.576,12.929,4.861,2.123,0.431,8.037,27.576,4.814,1.667,0.532
856,24.353,1.544,10.45,29.214,1.123,12.752,3.684,0.482,5.123,2.489,0.635,2.985,0.423,1.147,0.261,8.198,15.676,4.413,2.209,0.412,8.898,23.122,3.916,1.542,0.533
857,21.095,1.516,9.481,24.39,1.098,12.356,4.09,0.461,5.138,1.969,0.588,2.669,0.399,1.066,0.259,8.093,17.091,3.666,2.162,0.382,9.502,18.643,2.845,1.323,0.499
858,17.877,1.492,7.919,20.268,1.002,11.753,4.056,0.431,4.555,1.751,0.54,2.585,0.362,1.01,0.256,7.245,16.809,2.898,1.998,0.352,9.81,14.927,1.997,1.104,0.447
859,15.849,1.503,6.577,17.99,0.885,11.036,3.618,0.397,3.533,1.967,0.509,2.812,0.319,0.97,0.255,5.859,15.15,2.361,1.78,0.333,9.851,12.385,1.672,0.993,0.398
860,15.447,1.547,6.42,17.633,0.819,10.819,2.976,0.367,2.439,2.552,0.496,3.267,0.281,0.92,0.258,4.388,13.057,2.184,1.583,0.332,9.739,10.959,1.961,1.06,0.371
861,16.274,1.597,8.191,18.323,0.866,11.796,2.388,0.35,1.558,3.253,0.496,3.767,0.26,0.842,0.265,3.332,11.536,2.304,1.453,0.349,9.369,10.226,2.694,1.293,0.371
862,17.346,1.61,11.725,18.742,1.036,14.065,2.055,0.35,1.105,3.751,0.493,4.096,0.258,0.735,0.277,3.01,11.047,2.584,1.393,0.377,8.702,9.64,3.489,1.605,0.385
863,17.656,1.543,15.866,17.892,1.274,16.926,2.025,0.364,1.057,3.832,0.478,4.137,0.273,0.615,0.29,3.352,11.322,2.903,1.377,0.406,7.731,8.812,3.999,1.874,0.402
864,16.77,1.392,19.212,15.729,1.498,19.383,2.181,0.383,1.26,3.481,0.455,3.849,0.299,0.504,0.301,4.048,11.639,3.163,1.373,0.428,6.615,7.74,4.022,2.005,0.412
865,14.791,1.182,20.586,12.859,1.626,20.475,2.344,0.398,1.518,2.815,0.43,3.255,0.329,0.421,0.304,4.747,11.43,3.315,1.346,0.439,5.525,6.591,3.55,1.953,0.414
866,12.147,0.965,19.614,10.015,1.616,19.56,2.393,0.401,1.69,2.043,0.406,2.495,0.355,0.379,0.295,5.196,10.706,3.278,1.271,0.44,4.656,5.603,2.766,1.746,0.409
867,9.487,0.794,16.662,7.775,1.478,16.704,2.329,0.395,1.712,1.378,0.383,1.757,0.369,0.382,0.278,5.315,9.965,3.081,1.145,0.433,4.196,4.978,1.95,1.463,0.403
868,7.331,0.691,12.726,6.273,1.261,12.646,2.255,0.39,1.59,0.964,0.363,1.231,0.368,0.429,0.263,5.168,9.773,2.833,0.998,0.421,4.335,4.774,1.372,1.21,0.397
869,5.928,0.658,8.894,5.325,1.035,8.556,2.286,0.392,1.362,0.89,0.348,1.054,0.353,0.516,0.262,4.907,10.309,2.63,0.887,0.413,5.142,4.879,1.214,1.087,0.391
870,5.417,0.679,6.016,4.876,0.864,5.513,2.47,0.4,1.085,1.118,0.343,1.253,0.332,0.635,0.283,4.701,11.271,2.517,0.872,0.414,6.396,5.085,1.48,1.133,0.384
871,5.929,0.721,4.548,5.027,0.772,4.025,2.738,0.407,0.814,1.523,0.347,1.725,0.313,0.761,0.324,4.705,12.072,2.471,0.992,0.424,7.684,5.157,2.029,1.316,0.373
872,7.351,0.751,4.393,5.84,0.742,3.858,2.956,0.402,0.584,1.967,0.357,2.298,0.304,0.861,0.37,4.948,12.182,2.418,1.227,0.44,8.726,4.995,2.665,1.548,0.356
873,9.267,0.744,5.261,7.226,0.747,4.472,3.005,0.383,0.414,2.331,0.373,2.817,0.313,0.903,0.408,5.368,11.469,2.267,1.507,0.455,9.376,4.632,3.193,1.729,0.337
874,11.165,0.703,6.533,9.015,0.772,5.307,2.859,0.352,0.315,2.549,0.393,3.17,0.337,0.88,0.427,5.864,10.401,2.004,1.736,0.467,9.634,4.254,3.446,1.781,0.317
875,12.577,0.642,7.644,10.934,0.816,6.023,2.589,0.32,0.288,2.641,0.416,3.342,0.369,0.807,0.428,6.352,9.974,1.735,1.836,0.475,9.565,4.075,3.349,1.676,0.298
