itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
439,7.45,1.476,4.584,10.603,2.552,9.777,1.371,0.307,0.763,6.412,0.31,5.124,0.347,1.06,0.226,10.689,12.308,3.527,1.288,0.478,6.768,11.225,5.955,1.923,0.302
440,6.64,1.426,4.848,8.013,2.273,9.654,1.237,0.302,0.872,5.529,0.326,4.364,0.379,0.966,0.208,13.303,15.039,3.115,1.55,0.455,7.97,9.54,5.41,1.769,0.288
441,6.303,1.297,5.493,6.771,1.823,9.771,1.066,0.286,1.033,4.325,0.342,3.437,0.413,0.83,0.193,15.586,18.666,2.669,1.857,0.413,9.339,7.519,4.515,1.48,0.275
442,6.409,1.18,6.197,6.914,1.383,9.562,0.9,0.272,1.212,3.277,0.357,2.719,0.441,0.706,0.183,16.68,22.427,2.457,2.101,0.36,11.043,5.946,3.719,1.19,0.278
443,6.895,1.147,6.827,8.244,1.106,8.935,0.763,0.276,1.415,2.702,0.368,2.446,0.457,0.64,0.176,16.125,25.253,2.671,2.188,0.309,12.932,5.408,3.329,1.021,0.305
444,7.585,1.211,7.321,10.181,1.034,8.071,0.664,0.302,1.699,2.662,0.372,2.624,0.456,0.645,0.171,14.124,26.285,3.342,2.081,0.271,14.637,6.002,3.419,1.006,0.355
445,8.14,1.319,7.585,11.896,1.101,7.212,0.607,0.344,2.067,2.924,0.367,2.988,0.439,0.701,0.168,11.328,25.306,4.308,1.816,0.252,15.726,7.337,3.785,1.094,0.409
446,8.251,1.385,7.563,12.719,1.18,6.467,0.596,0.387,2.471,3.141,0.35,3.222,0.408,0.773,0.169,8.607,22.867,5.237,1.484,0.25,15.798,8.791,4.074,1.185,0.446
447,7.755,1.345,7.153,12.32,1.17,5.803,0.629,0.415,2.808,3.058,0.32,3.123,0.368,0.831,0.174,6.603,20.005,5.811,1.174,0.256,14.71,9.847,4.025,1.194,0.45
448,6.759,1.198,6.417,10.783,1.05,5.089,0.696,0.417,2.941,2.634,0.282,2.653,0.324,0.848,0.188,5.367,17.672,5.863,0.942,0.259,12.69,10.241,3.547,1.095,0.419
449,5.559,0.982,5.499,8.568,0.865,4.289,0.784,0.398,2.792,2.015,0.243,1.961,0.284,0.807,0.207,4.62,16.4,5.378,0.8,0.255,10.307,9.99,2.798,0.924,0.364
450,4.511,0.752,4.701,6.304,0.678,3.595,0.905,0.372,2.407,1.409,0.211,1.273,0.256,0.71,0.23,4.129,16.107,4.48,0.732,0.246,8.206,9.379,2.035,0.742,0.302
451,4.017,0.566,4.293,4.733,0.542,3.3,1.081,0.367,1.946,1.004,0.198,0.758,0.243,0.577,0.251,3.908,16.264,3.434,0.727,0.239,6.807,8.889,1.463,0.608,0.247
452,4.389,0.485,4.407,4.5,0.499,3.605,1.319,0.414,1.591,0.968,0.209,0.568,0.25,0.452,0.265,3.962,16.261,2.582,0.781,0.241,6.199,8.908,1.261,0.572,0.208
453,5.734,0.541,4.964,5.914,0.57,4.459,1.608,0.53,1.456,1.368,0.245,0.787,0.275,0.381,0.271,4.241,15.636,2.199,0.904,0.252,6.154,9.547,1.484,0.661,0.187
454,7.792,0.724,5.686,8.708,0.743,5.626,1.893,0.702,1.534,2.115,0.296,1.356,0.312,0.394,0.269,4.521,14.221,2.338,1.082,0.27,6.386,10.628,2.033,0.864,0.181
455,9.99,0.978,6.278,12.036,0.979,6.765,2.104,0.888,1.699,2.999,0.345,2.107,0.35,0.488,0.26,4.481,12.202,2.884,1.278,0.289,6.697,11.742,2.715,1.134,0.183
456,11.584,1.23,6.509,14.759,1.218,7.5,2.187,1.03,1.804,3.767,0.38,2.841,0.381,0.632,0.246,3.976,10.021,3.586,1.452,0.301,7.05,12.442,3.321,1.394,0.19
457,12.06,1.411,6.402,16.014,1.394,7.75,2.125,1.082,1.757,4.182,0.396,3.353,0.399,0.766,0.231,3.175,8.166,4.159,1.56,0.307,7.38,12.365,3.666,1.561,0.201
458,11.278,1.473,6.102,15.478,1.457,7.731,1.942,1.027,1.586,4.109,0.396,3.494,0.407,0.83,0.222,2.4,6.841,4.359,1.576,0.31,7.637,11.372,3.629,1.577,0.219
459,9.516,1.406,5.809,13.435,1.387,7.61,1.694,0.888,1.348,3.588,0.39,3.234,0.414,0.792,0.221,1.882,5.945,4.092,1.498,0.315,7.718,9.583,3.188,1.433,0.246
460,7.36,1.246,5.561,10.676,1.217,7.513,1.434,0.716,1.103,2.841,0.389,2.696,0.426,0.664,0.232,1.736,5.302,3.444,1.349,0.324,7.512,7.324,2.449,1.175,0.287
461,5.465,1.058,5.29,8.078,1.013,7.44,1.199,0.565,0.902,2.156,0.398,2.084,0.447,0.502,0.25,1.977,4.832,2.625,1.173,0.338,6.94,5.099,1.629,0.89,0.34
462,4.298,0.928,5.044,6.269,0.86,7.322,1.003,0.466,0.78,1.778,0.415,1.59,0.476,0.366,0.27,2.555,4.565,1.882,1.008,0.356,6.012,3.386,1.009,0.692,0.402
463,4.049,0.932,4.972,5.507,0.834,7.198,0.849,0.42,0.754,1.829,0.439,1.347,0.511,0.291,0.286,3.415,4.592,1.386,0.878,0.375,4.96,2.385,0.789,0.685,0.466
464,4.659,1.097,5.319,5.746,0.956,7.242,0.744,0.405,0.807,2.258,0.464,1.359,0.549,0.283,0.294,4.487,4.992,1.202,0.799,0.395,4.06,2.001,1.022,0.9,0.526
465,5.916,1.38,6.263,6.751,1.179,7.708,0.701,0.395,0.899,2.861,0.487,1.518,0.583,0.319,0.293,5.572,5.741,1.27,0.774,0.414,3.629,1.958,1.565,1.271,0.576
466,7.44,1.682,7.687,8.139,1.413,8.726,0.732,0.375,0.989,3.4,0.504,1.685,0.601,0.365,0.287,6.405,6.635,1.471,0.79,0.427,3.889,1.989,2.198,1.664,0.611
467,8.761,1.892,9.243,9.389,1.564,10.252,0.816,0.347,1.045,3.716,0.512,1.806,0.597,0.392,0.284,6.798,7.424,1.684,0.815,0.429,4.968,2.094,2.736,1.93,0.621
468,9.398,1.923,10.515,9.97,1.575,11.97,0.914,0.318,1.062,3.693,0.506,1.826,0.567,0.388,0.288,6.679,7.942,1.806,0.812,0.419,6.731,2.477,3.025,1.966,0.604
469,9.088,1.755,11.143,9.603,1.442,13.401,0.982,0.3,1.068,3.323,0.482,1.711,0.514,0.362,0.299,6.24,8.12,1.786,0.758,0.404,8.656,3.307,2.981,1.752,0.56
470,7.936,1.45,10.851,8.382,1.22,14.049,0.997,0.298,1.095,2.728,0.439,1.478,0.446,0.34,0.313,5.855,7.957,1.636,0.658,0.392,10.17,4.509,2.641,1.36,0.495
471,6.456,1.123,9.834,6.768,1.005,13.871,0.96,0.309,1.162,2.069,0.381,1.188,0.373,0.346,0.323,5.911,7.51,1.406,0.539,0.395,10.948,5.716,2.141,0.929,0.424
472,5.456,0.897,8.492,5.586,0.893,13.069,0.889,0.333,1.272,1.592,0.322,1.04,0.312,0.393,0.322,6.664,6.871,1.273,0.455,0.424,10.949,6.484,1.733,0.63,0.364
473,5.556,0.833,7.385,5.522,0.923,12.149,0.812,0.371,1.392,1.528,0.277,1.261,0.277,0.481,0.308,7.994,6.085,1.478,0.464,0.487,10.543,6.525,1.663,0.588,0.335
474,6.831,0.908,6.763,6.692,1.06,11.426,0.754,0.42,1.482,1.965,0.253,1.943,0.274,0.593,0.281,9.584,5.253,2.158,0.589,0.577,10.281,5.886,2.018,0.818,0.344
475,8.761,1.038,6.634,8.54,1.221,11.12,0.73,0.476,1.499,2.78,0.248,2.974,0.297,0.7,0.249,10.871,4.646,3.196,0.801,0.67,10.464,4.888,2.681,1.214,0.38
476,10.524,1.137,6.767,10.175,1.328,11.145,0.732,0.53,1.424,3.697,0.252,4.069,0.332,0.771,0.222,11.416,4.558,4.279,1.028,0.737,11.084,3.964,3.405,1.613,0.42
477,11.57,1.162,7.014,11.002,1.354,11.228,0.752,0.573,1.277,4.435,0.258,4.922,0.365,0.792,0.206,11.205,5.185,5.052,1.196,0.757,11.684,3.402,3.949,1.877,0.448
478,11.779,1.111,7.123,10.917,1.306,11.085,0.785,0.598,1.094,4.79,0.257,5.314,0.384,0.763,0.204,10.553,6.635,5.289,1.261,0.726,11.892,3.219,4.132,1.923,0.456
479,11.33,1.003,6.921,10.103,1.213,10.395,0.837,0.602,0.911,4.688,0.248,5.167,0.377,0.708,0.212,9.896,8.711,4.968,1.223,0.659,11.389,3.2,3.891,1.738,0.442
480,10.548,0.873,6.41,8.925,1.101,9.133,0.924,0.587,0.755,4.191,0.236,4.563,0.345,0.651,0.221,9.516,10.974,4.261,1.128,0.582,10.227,3.124,3.3,1.396,0.413
481,9.725,0.764,5.682,7.751,0.991,7.373,1.052,0.565,0.621,3.517,0.233,3.76,0.3,0.601,0.222,9.48,12.921,3.485,1.028,0.519,8.795,2.982,2.59,1.021,0.381
482,9.09,0.715,4.927,6.873,0.915,5.511,1.248,0.554,0.513,3.033,0.249,3.165,0.263,0.575,0.212,9.536,14.32,3.005,0.972,0.479,7.571,2.974,2.055,0.739,0.354
483,8.764,0.747,4.348,6.389,0.902,4.146,1.516,0.572,0.477,3.059,0.29,3.079,0.251,0.574,0.198,9.466,15.312,3.002,0.979,0.462,6.929,3.279,1.867,0.62,0.337
484,8.913,0.855,4.226,6.42,0.962,3.852,1.809,0.623,0.55,3.652,0.348,3.531,0.268,0.585,0.189,9.18,16.185,3.363,1.033,0.454,7.007,4.004,2.043,0.658,0.329
485,9.83,1.013,4.641,7.286,1.095,4.853,2.046,0.691,0.732,4.578,0.407,4.297,0.306,0.584,0.191,8.792,17.322,3.78,1.095,0.442,7.719,5.127,2.447,0.787,0.322
486,11.775,1.186,5.627,9.337,1.274,7.041,2.143,0.751,0.971,5.404,0.452,4.989,0.346,0.551,0.204,8.547,18.831,3.926,1.124,0.42,8.756,6.463,2.834,0.92,0.311
487,14.706,1.333,6.921,12.635,1.445,9.799,2.064,0.777,1.193,5.767,0.47,5.295,0.373,0.484,0.22,8.698,20.547,3.68,1.112,0.393,9.709,7.749,3.035,1.005,0.295
488,17.972,1.421,8.191,16.601,1.55,12.306,1.835,0.757,1.31,5.469,0.459,5.043,0.376,0.414,0.229,9.228,22.093,3.133,1.086,0.363,10.057,8.674,2.98,1.03,0.278
489,20.461,1.432,8.879,20.042,1.546,13.642,1.559,0.7,1.289,4.543,0.421,4.242,0.356,0.415,0.228,9.808,22.898,2.479,1.096,0.331,9.677,8.98,2.672,1.009,0.262
490,21.149,1.365,8.882,21.663,1.423,13.502,1.351,0.632,1.174,3.271,0.37,3.115,0.321,0.574,0.217,10.004,22.467,1.958,1.169,0.299,8.533,8.581,2.214,0.966,0.252
491,19.661,1.245,8.244,20.764,1.219,11.944,1.271,0.592,1.013,2.032,0.322,1.988,0.288,0.931,0.204,9.72,20.719,1.717,1.299,0.27,7.041,7.616,1.779,0.942,0.259
492,16.369,1.123,7.223,17.556,1.013,9.499,1.301,0.61,0.886,1.132,0.296,1.176,0.271,1.428,0.2,9.108,18.117,1.727,1.453,0.251,5.453,6.344,1.555,0.974,0.294
493,12.24,1.041,6.216,13.128,0.876,7.029,1.366,0.694,0.84,0.688,0.302,0.856,0.28,1.926,0.21,8.502,15.481,1.857,1.616,0.245,4.211,5.144,1.63,1.068,0.361
494,8.392,1.018,5.518,8.887,0.837,5.24,1.395,0.814,0.898,0.596,0.34,0.988,0.313,2.264,0.23,8.111,13.469,1.967,1.802,0.251,3.579,4.477,1.949,1.194,0.449
495,5.627,1.044,5.194,5.861,0.887,4.361,1.365,0.924,1.066,0.65,0.403,1.385,0.363,2.327,0.255,7.975,12.334,2.012,2.03,0.264,3.645,4.638,2.388,1.297,0.536
496,4.155,1.093,5.063,4.349,0.996,4.227,1.327,0.981,1.342,0.709,0.477,1.855,0.42,2.11,0.275,7.877,11.877,2.032,2.293,0.28,4.239,5.578,2.838,1.329,0.597
497,3.706,1.134,5.056,4.063,1.13,4.637,1.357,0.961,1.715,0.751,0.543,2.261,0.472,1.703,0.284,7.745,11.641,2.045,2.543,0.298,5.07,6.931,3.213,1.267,0.617
498,3.833,1.135,5.207,4.527,1.252,5.427,1.5,0.868,2.139,0.804,0.586,2.549,0.508,1.237,0.283,7.627,11.296,2.062,2.7,0.315,5.825,8.213,3.489,1.123,0.593
499,4.275,1.101,5.686,5.437,1.338,6.574,1.758,0.728,2.513,0.876,0.596,2.699,0.523,0.83,0.278,7.694,10.978,2.118,2.688,0.328,6.272,9.014,3.703,0.954,0.54
500,5.039,1.079,6.518,6.798,1.388,7.911,2.075,0.58,2.714,1.0,0.579,2.765,0.515,0.55,0.276,8.049,11.211,2.322,2.479,0.332,6.265,9.195,3.894,0.847,0.481
501,6.244,1.126,7.469,8.804,1.428,9.087,2.365,0.459,2.665,1.226,0.545,2.864,0.49,0.39,0.285,8.688,12.344,2.74,2.12,0.325,5.781,8.894,4.122,0.878,0.441
502,7.93,1.257,8.164,11.597,1.472,9.783,2.559,0.383,2.38,1.54,0.508,3.036,0.452,0.301,0.305,9.515,14.218,3.384,1.712,0.311,5.001,8.482,4.421,1.069,0.429
503,9.966,1.436,8.275,15.017,1.517,9.831,2.627,0.351,1.964,1.862,0.477,3.215,0.406,0.241,0.328,10.349,16.164,4.146,1.365,0.299,4.215,8.321,4.721,1.369,0.435
504,12.023,1.591,7.687,18.463,1.539,9.219,2.575,0.344,1.569,2.105,0.454,3.292,0.358,0.194,0.345,11.037,17.285,4.817,1.167,0.298,3.647,8.547,4.895,1.679,0.442
505,13.615,1.647,6.513,21.043,1.506,8.098,2.424,0.348,1.314,2.227,0.436,3.198,0.314,0.165,0.349,11.524,16.959,5.175,1.152,0.309,3.442,8.985,4.802,1.896,0.434
506,14.265,1.569,5.07,21.966,1.408,6.764,2.203,0.357,1.226,2.224,0.419,2.948,0.279,0.172,0.341,11.904,15.183,5.045,1.287,0.328,3.612,9.302,4.419,1.954,0.409
507,13.747,1.379,3.791,20.939,1.261,5.612,1.968,0.374,1.264,2.158,0.397,2.652,0.257,0.227,0.323,12.136,12.589,4.504,1.499,0.346,4.007,9.316,3.844,1.86,0.373
508,12.181,1.139,3.061,18.273,1.108,4.964,1.81,0.405,1.363,2.117,0.371,2.48,0.25,0.338,0.306,12.065,10.057,3.794,1.709,0.357,4.464,9.093,3.262,1.672,0.341
509,9.992,0.924,3.003,14.719,0.999,4.914,1.814,0.456,1.491,2.212,0.345,2.607,0.253,0.513,0.296,11.552,8.328,3.168,1.852,0.359,4.824,8.871,2.95,1.476,0.328
510,7.723,0.791,3.41,11.123,0.969,5.137,2.006,0.53,1.658,2.503,0.325,3.101,0.26,0.746,0.297,10.47,7.728,2.827,1.897,0.355,4.989,8.798,3.049,1.338,0.336
511,5.769,0.752,3.879,8.091,1.01,5.23,2.347,0.624,1.884,2.896,0.313,3.817,0.264,1.005,0.303,8.895,8.11,2.772,1.845,0.349,4.878,8.899,3.509,1.266,0.358
512,4.32,0.781,4.106,5.906,1.072,4.999,2.732,0.729,2.174,3.212,0.309,4.469,0.258,1.234,0.31,7.184,9.071,2.901,1.732,0.341,4.49,9.069,4.045,1.227,0.38
513,3.396,0.825,4.092,4.544,1.089,4.588,3.015,0.83,2.497,3.281,0.307,4.799,0.242,1.368,0.312,5.817,10.193,3.054,1.605,0.327,3.932,9.203,4.36,1.167,0.39
514,2.896,0.851,4.007,3.767,1.027,4.205,3.073,0.91,2.763,3.026,0.307,4.665,0.222,1.361,0.308,4.995,11.111,3.098,1.49,0.304,3.376,9.166,4.269,1.058,0.382
515,2.682,0.849,4.025,3.388,0.895,4.117,2.879,0.949,2.87,2.495,0.307,4.085,0.206,1.221,0.299,4.696,11.509,3.003,1.383,0.276,2.934,8.852,3.735,0.902,0.355
516,2.649,0.824,4.282,3.337,0.729,4.448,2.506,0.936,2.735,1.85,0.309,3.238,0.201,0.991,0.289,4.587,11.182,2.786,1.261,0.253,2.619,8.267,2.928,0.735,0.314
517,2.778,0.782,4.752,3.656,0.579,5.159,2.09,0.87,2.371,1.255,0.316,2.358,0.21,0.734,0.281,4.449,10.175,2.467,1.111,0.247,2.513,7.526,2.125,0.611,0.271
518,3.076,0.744,5.294,4.357,0.489,6.131,1.803,0.766,1.878,0.893,0.327,1.735,0.226,0.51,0.271,4.287,8.872,2.132,0.958,0.263,2.727,6.829,1.648,0.592,0.238
519,3.529,0.745,5.732,5.367,0.49,7.274,1.766,0.645,1.432,0.87,0.341,1.554,0.244,0.361,0.259,4.359,7.831,1.885,0.858,0.3,3.5,6.336,1.708,0.716,0.225
520,4.18,0.813,5.919,6.672,0.582,8.481,1.979,0.531,1.135,1.172,0.356,1.826,0.259,0.312,0.241,4.804,7.451,1.815,0.859,0.35,4.925,6.134,2.295,0.972,0.235
521,5.193,0.951,5.81,8.381,0.735,9.585,2.335,0.441,1.04,1.686,0.376,2.411,0.27,0.351,0.22,5.616,7.752,1.918,0.963,0.404,6.813,6.259,3.178,1.289,0.264
522,6.799,1.128,5.546,10.662,0.899,10.435,2.667,0.382,1.09,2.235,0.402,3.08,0.282,0.446,0.199,6.523,8.381,2.088,1.14,0.453,8.658,6.621,4.01,1.571,0.305
523,9.044,1.29,5.34,13.432,1.025,10.951,2.838,0.351,1.196,2.659,0.435,3.613,0.302,0.561,0.187,7.232,8.926,2.215,1.358,0.489,9.879,6.953,4.488,1.726,0.345
524,11.609,1.38,5.404,16.195,1.077,11.052,2.781,0.336,1.256,2.851,0.467,3.874,0.331,0.652,0.188,7.549,9.066,2.216,1.584,0.507,10.033,7.019,4.467,1.705,0.373
525,13.865,1.366,5.797,18.292,1.046,10.743,2.499,0.326,1.223,2.808,0.491,3.854,0.368,0.682,0.204,7.432,8.754,2.081,1.785,0.509,9.028,6.702,3.976,1.518,0.387
526,15.125,1.251,6.571,19.119,0.947,10.21,2.063,0.32,1.115,2.602,0.5,3.614,0.407,0.642,0.23,6.971,8.118,1.863,1.931,0.499,7.192,6.061,3.196,1.227,0.388
527,15.092,1.082,7.627,18.569,0.832,9.775,1.601,0.319,0.984,2.376,0.496,3.278,0.443,0.559,0.259,6.317,7.355,1.628,1.994,0.484,5.235,5.307,2.413,0.938,0.386
528,14.019,0.968,9.058,17.074,0.816,9.845,1.222,0.326,0.878,2.327,0.493,3.019,0.474,0.487,0.287,5.729,6.792,1.487,1.971,0.471,3.808,4.877,2.007,0.788,0.386
529,12.645,1.013,10.757,15.466,1.007,10.607,0.979,0.345,0.808,2.604,0.506,2.972,0.502,0.468,0.312,5.463,6.757,1.512,1.883,0.464,3.31,5.208,2.245,0.885,0.392
530,11.717,1.246,12.552,14.455,1.43,11.886,0.869,0.375,0.757,3.226,0.541,3.165,0.525,0.513,0.336,5.652,7.439,1.675,1.758,0.461,3.692,6.426,3.1,1.239,0.4
531,11.591,1.593,14.123,14.278,1.989,13.169,0.841,0.408,0.71,4.063,0.585,3.532,0.537,0.595,0.357,6.339,8.94,1.853,1.623,0.454,4.506,8.27,4.272,1.751,0.405
532,12.093,1.928,14.953,14.626,2.506,13.784,0.82,0.43,0.661,4.89,0.614,3.94,0.532,0.67,0.375,7.454,11.222,1.972,1.495,0.432,5.264,10.135,5.355,2.237,0.399
533,12.767,2.119,14.768,15.037,2.795,13.396,0.77,0.43,0.636,5.455,0.603,4.232,0.501,0.703,0.384,8.844,14.064,2.036,1.377,0.391,5.704,11.27,5.964,2.525,0.381
534,13.321,2.087,13.425,15.281,2.745,12.0,0.711,0.407,0.678,5.585,0.546,4.284,0.446,0.697,0.383,10.182,16.959,2.094,1.259,0.333,5.814,11.199,5.873,2.508,0.352
535,13.813,1.84,11.171,15.423,2.375,9.812,0.682,0.369,0.81,5.263,0.455,4.066,0.376,0.68,0.374,10.964,19.305,2.197,1.122,0.273,5.694,9.987,5.124,2.189,0.318
536,14.404,1.475,8.477,15.602,1.825,7.328,0.709,0.327,1.019,4.649,0.358,3.654,0.307,0.689,0.36,10.71,20.665,2.376,0.96,0.224,5.504,8.077,3.968,1.677,0.292
537,15.084,1.127,5.912,15.805,1.293,5.087,0.791,0.295,1.252,3.998,0.283,3.217,0.255,0.751,0.349,9.36,21.043,2.657,0.802,0.198,5.338,6.073,2.798,1.159,0.284
538,15.597,0.908,3.883,15.843,0.939,3.511,0.902,0.281,1.445,3.481,0.248,2.89,0.232,0.868,0.344,7.45,20.865,2.989,0.712,0.196,5.184,4.464,1.974,0.826,0.299
539,15.575,0.857,2.681,15.565,0.823,2.84,1.008,0.295,1.548,3.156,0.253,2.743,0.239,1.017,0.343,5.612,20.52,3.237,0.741,0.218,4.956,3.439,1.693,0.791,0.33
540,14.88,0.934,2.355,15.112,0.895,3.227,1.078,0.339,1.558,2.972,0.285,2.746,0.269,1.157,0.344,4.352,20.096,3.289,0.892,0.256,4.761,2.903,1.902,1.043,0.366
541,13.694,1.052,2.712,14.781,1.038,4.433,1.1,0.402,1.51,2.782,0.322,2.76,0.306,1.248,0.341,3.913,19.477,3.103,1.111,0.302,4.653,2.593,2.341,1.457,0.39
542,12.344,1.138,3.455,14.727,1.147,6.076,1.092,0.465,1.451,2.468,0.348,2.655,0.334,1.269,0.327,4.215,18.457,2.724,1.312,0.349,4.755,2.285,2.726,1.854,0.393
543,11.16,1.148,4.355,14.856,1.162,7.678,1.073,0.51,1.424,2.014,0.356,2.386,0.345,1.213,0.302,5.026,16.907,2.254,1.418,0.391,5.005,1.968,2.854,2.08,0.377
544,10.254,1.095,5.136,14.786,1.097,8.747,1.053,0.524,1.432,1.508,0.348,2.001,0.338,1.105,0.269,5.983,14.835,1.828,1.414,0.428,5.375,1.728,2.729,2.086,0.355
545,9.553,1.067,5.662,14.095,1.061,9.01,1.025,0.509,1.52,1.158,0.343,1.668,0.328,0.973,0.237,6.898,12.448,1.68,1.387,0.471,5.812,1.715,2.605,1.961,0.35
546,8.991,1.161,5.925,12.701,1.183,8.485,1.004,0.48,1.764,1.154,0.362,1.579,0.333,0.859,0.214,7.755,10.194,2.002,1.456,0.535,6.316,2.112,2.827,1.861,0.386
547,8.594,1.418,5.937,10.968,1.532,7.393,1.03,0.457,2.253,1.561,0.424,1.848,0.367,0.779,0.204,8.548,8.53,2.844,1.707,0.626,6.901,3.055,3.585,1.942,0.466
548,8.461,1.794,5.859,9.543,2.067,6.224,1.141,0.453,3.022,2.229,0.528,2.365,0.427,0.73,0.205,9.294,7.673,3.999,2.124,0.731,7.575,4.526,4.741,2.256,0.572
549,8.616,2.165,5.812,8.907,2.627,5.318,1.343,0.468,3.91,2.961,0.65,2.923,0.495,0.7,0.21,9.912,7.508,5.112,2.581,0.821,8.107,6.302,5.883,2.713,0.668
550,8.972,2.394,5.806,9.146,3.005,4.823,1.588,0.488,4.722,3.595,0.754,3.315,0.544,0.681,0.214,10.275,7.721,5.781,2.896,0.864,8.315,8.013,6.53,3.113,0.721
551,9.334,2.394,5.79,9.924,3.054,4.666,1.781,0.5,5.155,4.0,0.806,3.399,0.554,0.676,0.212,10.256,8.026,5.783,2.928,0.843,8.053,9.266,6.357,3.251,0.713
552,9.559,2.172,5.687,10.78,2.759,4.62,1.838,0.502,5.057,4.109,0.792,3.168,0.522,0.69,0.204,9.894,8.323,5.185,2.65,0.764,7.271,9.843,5.385,3.038,0.646
553,9.706,1.808,5.484,11.575,2.248,4.529,1.736,0.495,4.429,3.926,0.723,2.742,0.46,0.711,0.193,9.398,8.723,4.171,2.16,0.655,6.128,9.792,3.987,2.544,0.544
554,10.034,1.415,5.155,12.53,1.699,4.337,1.506,0.488,3.49,3.519,0.63,2.268,0.39,0.723,0.182,9.085,9.59,3.009,1.628,0.548,4.915,9.395,2.604,1.911,0.436
555,10.759,1.089,4.926,13.891,1.267,4.386,1.216,0.485,2.553,3.018,0.546,1.865,0.334,0.719,0.174,9.423,11.458,1.974,1.212,0.47,4.154,9.008,1.571,1.318,0.349
556,11.863,0.891,4.799,15.681,1.031,4.87,0.947,0.482,1.858,2.604,0.492,1.602,0.307,0.724,0.166,10.627,14.8,1.318,1.013,0.427,4.099,8.891,1.076,0.924,0.297
557,13.086,0.835,4.731,17.608,0.978,5.853,0.763,0.474,1.497,2.399,0.47,1.482,0.312,0.77,0.16,12.494,19.561,1.129,1.04,0.408,4.733,9.115,1.079,0.81,0.282
558,14.159,0.902,4.691,19.331,1.035,7.296,0.707,0.458,1.407,2.42,0.468,1.463,0.344,0.861,0.158,14.44,24.996,1.358,1.23,0.395,5.912,9.605,1.387,0.961,0.295
559,14.904,1.057,4.66,20.618,1.125,8.945,0.782,0.438,1.465,2.621,0.467,1.526,0.392,0.98,0.162,15.705,29.79,1.874,1.484,0.377,7.34,10.219,1.825,1.279,0.322
560,15.202,1.249,4.519,21.334,1.198,10.29,0.944,0.423,1.542,2.872,0.457,1.646,0.444,1.073,0.175,15.696,32.607,2.531,1.7,0.356,8.611,10.766,2.248,1.622,0.35
561,14.99,1.416,4.206,21.419,1.219,10.829,1.139,0.416,1.527,2.983,0.437,1.754,0.484,1.099,0.196,14.296,32.831,3.131,1.782,0.336,9.283,11.102,2.503,1.85,0.366
562,14.215,1.494,3.72,20.754,1.175,10.272,1.32,0.411,1.393,2.833,0.411,1.791,0.502,1.047,0.221,11.801,30.714,3.507,1.685,0.32,9.137,11.087,2.492,1.889,0.361
563,12.828,1.449,3.144,19.193,1.069,8.739,1.443,0.4,1.177,2.421,0.383,1.727,0.498,0.951,0.241,8.945,27.164,3.571,1.437,0.309,8.273,10.624,2.192,1.748,0.335
564,10.992,1.309,2.622,16.822,0.932,6.7,1.491,0.376,0.9,1.916,0.363,1.639,0.487,0.864,0.253,6.59,23.259,3.346,1.13,0.307,6.988,9.793,1.728,1.526,0.302
565,9.056,1.148,2.286,14.028,0.816,4.809,1.468,0.345,0.696,1.522,0.359,1.684,0.499,0.832,0.256,5.405,19.804,2.971,0.882,0.317,5.819,8.772,1.316,1.358,0.285
566,7.414,1.056,2.161,11.401,0.776,3.45,1.393,0.318,0.563,1.366,0.379,1.966,0.557,0.862,0.256,5.415,17.122,2.589,0.776,0.339,4.987,7.746,1.136,1.332,0.3
567,6.373,1.078,2.251,9.518,0.836,2.779,1.287,0.306,0.544,1.452,0.425,2.45,0.66,0.923,0.26,6.156,15.041,2.285,0.819,0.365,4.528,6.811,1.238,1.447,0.352
568,6.055,1.19,2.408,8.766,0.967,2.602,1.163,0.312,0.577,1.672,0.485,2.962,0.778,0.97,0.271,6.891,13.219,2.019,0.945,0.387,4.322,5.955,1.53,1.608,0.425
569,6.429,1.309,2.564,9.208,1.101,2.706,1.035,0.329,0.643,1.872,0.54,3.305,0.869,0.971,0.288,7.21,11.651,1.744,1.062,0.395,4.229,5.087,1.827,1.697,0.494
570,7.408,1.347,2.647,10.677,1.172,2.929,0.91,0.344,0.686,1.947,0.568,3.321,0.896,0.926,0.306,7.061,10.709,1.476,1.099,0.39,4.151,4.167,1.951,1.635,0.535
571,9.036,1.277,2.713,13.072,1.161,3.233,0.809,0.345,0.686,1.89,0.556,3.0,0.85,0.857,0.317,6.662,10.658,1.273,1.041,0.383,4.076,3.371,1.845,1.434,0.539
572,11.363,1.139,2.76,16.26,1.102,3.558,0.744,0.335,0.646,1.744,0.508,2.446,0.748,0.784,0.319,6.309,11.57,1.191,0.917,0.389,4.027,2.966,1.571,1.18,0.513
573,14.168,1.017,2.835,19.875,1.055,3.799,0.703,0.325,0.59,1.591,0.445,1.814,0.627,0.72,0.31,6.221,13.271,1.286,0.784,0.422,4.046,3.124,1.243,0.982,0.48
574,16.853,0.978,2.908,23.238,1.067,3.857,0.67,0.332,0.556,1.486,0.392,1.261,0.523,0.671,0.296,6.435,15.356,1.565,0.703,0.485,4.235,3.846,0.977,0.905,0.46
